Entry	Protein names	Length	Subcellular location [CC]	mark
P35968	Vascular endothelial growth factor receptor 2 (VEGFR-2) (EC 2.7.10.1) (Fetal liver kinase 1) (FLK-1) (Kinase insert domain receptor) (KDR) (Protein-tyrosine kinase receptor flk-1) (CD antigen CD309)	1356	"Cell junction {ECO:0000250}. Endoplasmic reticulum {ECO:0000269|PubMed:23529610}. Cell membrane {ECO:0000269|PubMed:25825981}. Note=Localized with RAP1A at cell-cell junctions (By similarity). Colocalizes with ERN1 and XBP1 in the endoplasmic reticulum in endothelial cells in a vascular endothelial growth factor (VEGF)-dependent manner (PubMed:23529610). {ECO:0000250, ECO:0000269|PubMed:23529610}.; [Isoform 1]: Cell membrane; Single-pass type I membrane protein. Cytoplasm. Nucleus. Cytoplasmic vesicle. Early endosome. Note=Detected on caveolae-enriched lipid rafts at the cell surface. Is recycled from the plasma membrane to endosomes and back again. Phosphorylation triggered by VEGFA binding promotes internalization and subsequent degradation. VEGFA binding triggers internalization and translocation to the nucleus.; [Isoform 2]: Secreted {ECO:0000305}.; [Isoform 3]: Secreted."	
P36952	Serpin B5 (Maspin) (Peptidase inhibitor 5) (PI-5)	375	"Secreted, extracellular space."	
P36980	Complement factor H-related protein 2 (FHR-2) (DDESK59) (H factor-like 3) (H factor-like protein 2)	270	Secreted.	
P37840	Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP)	140	"Cytoplasm {ECO:0000269|PubMed:19762560, ECO:0000269|PubMed:24936070, ECO:0000269|PubMed:25561023, ECO:0000269|PubMed:26442590, ECO:0000269|PubMed:31034892}. Membrane {ECO:0000269|PubMed:24936070}. Nucleus {ECO:0000269|PubMed:12859192, ECO:0000269|PubMed:24936070}. Cell junction, synapse {ECO:0000269|PubMed:15282274}. Secreted {ECO:0000269|PubMed:24936070}. Note=Membrane-bound in dopaminergic neurons. {ECO:0000269|PubMed:15282274}."	
P39060	Collagen alpha-1(XVIII) chain [Cleaved into: Endostatin; Non-collagenous domain 1 (NC1)]	1754	"Secreted, extracellular space, extracellular matrix {ECO:0000250}. Secreted, extracellular space, extracellular matrix, basement membrane {ECO:0000250|UniProtKB:P39061}.; [Non-collagenous domain 1]: Secreted, extracellular space, extracellular matrix, basement membrane {ECO:0000250|UniProtKB:P39061}. Secreted {ECO:0000250|UniProtKB:P39061}.; [Endostatin]: Secreted {ECO:0000269|PubMed:10441114}. Secreted, extracellular space, extracellular matrix, basement membrane {ECO:0000305}."	
P39877	Phospholipase A2 group V (EC 3.1.1.4) (PLA2-10) (Phosphatidylcholine 2-acylhydrolase 5)	138	"Secreted {ECO:0000269|PubMed:8300559}. Cell membrane {ECO:0000250|UniProtKB:P97391}. Cytoplasmic vesicle, phagosome {ECO:0000250|UniProtKB:P97391}. Recycling endosome {ECO:0000250|UniProtKB:P97391}. Golgi apparatus, cis-Golgi network {ECO:0000250|UniProtKB:P97391}. Golgi apparatus, trans-Golgi network {ECO:0000250|UniProtKB:P97391}."	
P40189	Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (CDw130) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130)	918	[Isoform 1]: Cell membrane {ECO:0000269|PubMed:19915009}; Single-pass type I membrane protein {ECO:0000255}.; [Isoform 2]: Secreted {ECO:0000269|PubMed:24629561}.	
P40225	Thrombopoietin (C-mpl ligand) (ML) (Megakaryocyte colony-stimulating factor) (Megakaryocyte growth and development factor) (MGDF) (Myeloproliferative leukemia virus oncogene ligand)	353	Secreted.	
P40933	Interleukin-15 (IL-15)	162	"[Isoform IL15-S48AA]: Secreted.; [Isoform IL15-S21AA]: Cytoplasm. Nucleus. Note=IL15-S21AA is not secreted, but rather is stored intracellularly, appearing in the nucleus and cytoplasmic components."	
P40967	Melanocyte protein PMEL (ME20-M) (ME20M) (Melanocyte protein Pmel 17) (Melanocytes lineage-specific antigen GP100) (Melanoma-associated ME20 antigen) (P1) (P100) (Premelanosome protein) (Silver locus protein homolog) [Cleaved into: M-alpha (95 kDa melanocyte-specific secreted glycoprotein) (P26) (Secreted melanoma-associated ME20 antigen) (ME20-S) (ME20S); M-beta]	661	"Endoplasmic reticulum membrane; Single-pass type I membrane protein. Golgi apparatus. Melanosome. Endosome, multivesicular body. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. Localizes predominantly to intralumenal vesicles (ILVs) within multivesicular bodies. Associates with ILVs found within the lumen of premelanosomes and melanosomes and particularly in compartments that serve as precursors to the striated stage II premelanosomes.; [M-alpha]: Secreted."	
P41222	Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Beta-trace protein) (Cerebrin-28) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (L-PGDS) (Prostaglandin-D2 synthase) (PGD2 synthase) (PGDS) (PGDS2)	190	"Rough endoplasmic reticulum {ECO:0000269|PubMed:9065498}. Nucleus membrane {ECO:0000269|PubMed:9065498}. Golgi apparatus {ECO:0000269|PubMed:9065498}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:9065498}. Secreted {ECO:0000269|PubMed:9065498}. Note=Detected on rough endoplasmic reticulum of arachnoid and menigioma cells. Localized to the nuclear envelope, Golgi apparatus, secretory vesicles and spherical cytoplasmic structures in arachnoid trabecular cells, and to circular cytoplasmic structures in meningeal macrophages and perivascular microglial cells. In oligodendrocytes, localized to the rough endoplasmic reticulum and nuclear envelope. In retinal pigment epithelial cells, localized to distinct cytoplasmic domains including the perinuclear region. Also secreted."	
P41271	Neuroblastoma suppressor of tumorigenicity 1 (DAN domain family member 1) (Protein N03) (Zinc finger protein DAN)	181	Secreted.	
P41439	Folate receptor gamma (FR-gamma) (Folate receptor 3)	245	Secreted.	
P42127	Agouti-signaling protein (ASP) (Agouti switch protein)	132	Secreted.	
P42702	Leukemia inhibitory factor receptor (LIF receptor) (LIF-R) (CD antigen CD118)	1097	[Isoform 1]: Cell membrane; Single-pass type I membrane protein.; [Isoform 2]: Secreted.	
P42830	C-X-C motif chemokine 5 (ENA-78(1-78)) (Epithelial-derived neutrophil-activating protein 78) (Neutrophil-activating peptide ENA-78) (Small-inducible cytokine B5) [Cleaved into: ENA-78(8-78); ENA-78(9-78)]	114	Secreted.	
P43026	Growth/differentiation factor 5 (GDF-5) (Bone morphogenetic protein 14) (BMP-14) (Cartilage-derived morphogenetic protein 1) (CDMP-1) (Lipopolysaccharide-associated protein 4) (LAP-4) (LPS-associated protein 4) (Radotermin)	501	Secreted {ECO:0000269|PubMed:11276205}. Cell membrane {ECO:0000269|PubMed:11276205}.	
P43235	Cathepsin K (EC 3.4.22.38) (Cathepsin O) (Cathepsin O2) (Cathepsin X)	329	Lysosome {ECO:0000269|PubMed:11082042}. Secreted {ECO:0000269|PubMed:11082042}. Apical cell membrane {ECO:0000269|PubMed:11082042}; Peripheral membrane protein {ECO:0000269|PubMed:11082042}; Extracellular side {ECO:0000269|PubMed:11082042}. Note=Localizes to the lumen of thyroid follicles and to the apical membrane of thyroid epithelial cells. {ECO:0000269|PubMed:11082042}.	
P43251	Biotinidase (Biotinase) (EC 3.5.1.12)	543	"Secreted, extracellular space."	
P43490	Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1) (Pre-B cell-enhancing factor) (Visfatin)	491	"Nucleus {ECO:0000269|PubMed:24130902}. Cytoplasm {ECO:0000250|UniProtKB:Q99KQ4}. Secreted {ECO:0000269|PubMed:21741723}. Note=Under non-inflammatory conditions, visfatin predominantly exhibits a granular pattern within the nucleus. Secreted by endothelial cells upon IL-1beta stimulation. Abundantly secreted in milk, reaching 100-fold higher concentrations compared to maternal serum. {ECO:0000269|PubMed:21741723, ECO:0000269|PubMed:24130902}."	
P46379	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	1132	"Cytoplasm, cytosol {ECO:0000269|PubMed:17403783, ECO:0000269|PubMed:20676083, ECO:0000269|PubMed:21636303, ECO:0000269|PubMed:29042515}. Nucleus {ECO:0000269|PubMed:14960581, ECO:0000269|PubMed:17403783, ECO:0000269|PubMed:21636303, ECO:0000269|PubMed:29042515}. Secreted, extracellular exosome {ECO:0000269|PubMed:18055229, ECO:0000269|PubMed:18852879}. Note=Normally localized in cytosol and nucleus, it can also be released extracellularly, in exosomes, by tumor and myeloid dendritic cells (PubMed:18055229, PubMed:18852879). Cytoplasmic retention is due to interaction with GET4 (PubMed:29042515). {ECO:0000269|PubMed:18055229, ECO:0000269|PubMed:18852879, ECO:0000269|PubMed:29042515}."	
P47710	Alpha-S1-casein [Cleaved into: Casoxin-D]	185	Secreted.	
P47929	Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein)	136	Cytoplasm {ECO:0000269|PubMed:11706006}. Nucleus {ECO:0000269|PubMed:11706006}. Secreted {ECO:0000305}. Note=May be secreted by a non-classical secretory pathway.	
P47992	Lymphotactin (ATAC) (C motif chemokine 1) (Cytokine SCM-1) (Lymphotaxin) (SCM-1-alpha) (Small-inducible cytokine C1) (XC chemokine ligand 1)	114	Secreted.	
P48023	"Tumor necrosis factor ligand superfamily member 6 (Apoptosis antigen ligand) (APTL) (CD95 ligand) (CD95-L) (Fas antigen ligand) (Fas ligand) (FasL) (CD antigen CD178) [Cleaved into: Tumor necrosis factor ligand superfamily member 6, membrane form; Tumor necrosis factor ligand superfamily member 6, soluble form (Receptor-binding FasL ectodomain) (Soluble Fas ligand) (sFasL); ADAM10-processed FasL form (APL); FasL intracellular domain (FasL ICD) (SPPL2A-processed FasL form) (SPA)]"	281	"Cell membrane {ECO:0000269|PubMed:17557115, ECO:0000269|PubMed:9427603}; Single-pass type II membrane protein {ECO:0000255}. Cytoplasmic vesicle lumen {ECO:0000269|PubMed:17164290}. Lysosome lumen {ECO:0000269|PubMed:17164290}. Note=Is internalized into multivesicular bodies of secretory lysosomes after phosphorylation by FGR and monoubiquitination (PubMed:17164290). Colocalizes with the SPPL2A protease at the cell membrane (PubMed:17557115). {ECO:0000269|PubMed:17164290, ECO:0000269|PubMed:17557115}.; [Tumor necrosis factor ligand superfamily member 6, soluble form]: Secreted {ECO:0000269|PubMed:9427603}. Note=May be released into the extracellular fluid by cleavage from the cell surface. {ECO:0000269|PubMed:9427603}.; [FasL intracellular domain]: Nucleus {ECO:0000269|PubMed:17557115}. Note=The FasL ICD cytoplasmic form is translocated into the nucleus. {ECO:0000269|PubMed:17557115}."	
P48052	Carboxypeptidase A2 (EC 3.4.17.15)	419	Secreted.	
P48061	Stromal cell-derived factor 1 (SDF-1) (hSDF-1) (C-X-C motif chemokine 12) (Intercrine reduced in hepatomas) (IRH) (hIRH) (Pre-B cell growth-stimulating factor) (PBSF) [Cleaved into: SDF-1-beta(3-72); SDF-1-alpha(3-67)]	93	Secreted.	
P48304	Lithostathine-1-beta (Pancreatic stone protein 2) (PSP-2) (Regenerating islet-derived protein 1-beta) (REG-1-beta) (Regenerating protein I beta)	166	Secreted.	
P48307	Tissue factor pathway inhibitor 2 (TFPI-2) (Placental protein 5) (PP5)	235	Secreted.	
P48357	Leptin receptor (LEP-R) (HuB219) (OB receptor) (OB-R) (CD antigen CD295)	1165	Cell membrane {ECO:0000269|PubMed:19159218}; Single-pass type I membrane protein {ECO:0000305}. Basolateral cell membrane {ECO:0000269|PubMed:19159218}.; [Isoform E]: Secreted {ECO:0000250|UniProtKB:P48356}.	
P48551	Interferon alpha/beta receptor 2 (IFN-R-2) (IFN-alpha binding protein) (IFN-alpha/beta receptor 2) (Interferon alpha binding protein) (Type I interferon receptor 2)	515	"[Isoform 1]: Cell membrane {ECO:0000269|PubMed:7665574}; Single-pass type I membrane protein {ECO:0000269|PubMed:7665574}.; [Isoform 2]: Cell membrane {ECO:0000269|PubMed:7665574, ECO:0000269|PubMed:7759950, ECO:0000269|PubMed:8181059}; Single-pass type I membrane protein {ECO:0000269|PubMed:7665574}.; [Isoform 3]: Secreted {ECO:0000269|PubMed:7759950, ECO:0000269|PubMed:8181059}."	
P48645	Neuromedin-U [Cleaved into: Neuromedin precursor-related peptide 36 (NURP36); Neuromedin precursor-related peptide 33 (NURP33); Neuromedin-U-25 (NmU-25)]	174	Secreted.	
P48960	Adhesion G protein-coupled receptor E5 (Leukocyte antigen CD97) (CD antigen CD97) [Cleaved into: Adhesion G protein-coupled receptor E5 subunit alpha; Adhesion G protein-coupled receptor E5 subunit beta]	835	"Cell membrane {ECO:0000250|UniProtKB:Q9Z0M6}; Multi-pass membrane protein {ECO:0000255}.; [Adhesion G protein-coupled receptor E5 subunit alpha]: Secreted, extracellular space {ECO:0000305}."	
P49223	Kunitz-type protease inhibitor 3 (HKIB9)	89	Secreted {ECO:0000305}.	
P49662	Caspase-4 (CASP-4) (EC 3.4.22.57) (ICE and Ced-3 homolog 2) (ICH-2) (ICE(rel)-II) (Mih1) (Protease TX) [Cleaved into: Caspase-4 subunit p10; Caspase-4 subunit p20]	377	"Cytoplasm, cytosol {ECO:0000269|PubMed:23661706}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:15123740, ECO:0000269|PubMed:23661706}; Peripheral membrane protein {ECO:0000269|PubMed:23661706}; Cytoplasmic side {ECO:0000269|PubMed:23661706}. Mitochondrion {ECO:0000269|PubMed:15123740, ECO:0000269|PubMed:23661706}. Inflammasome {ECO:0000269|PubMed:25119034, ECO:0000269|PubMed:26508369}. Secreted {ECO:0000269|PubMed:22246630}. Note=Predominantly localizes to the endoplasmic reticulum (ER). Association with the ER membrane requires TMEM214 (PubMed:15123740). Released in the extracellular milieu by keratinocytes following UVB irradiation (PubMed:22246630). {ECO:0000269|PubMed:15123740, ECO:0000269|PubMed:22246630}."	
P49747	Cartilage oligomeric matrix protein (COMP) (Thrombospondin-5) (TSP5)	757	"Secreted, extracellular space, extracellular matrix."	
P49763	Placenta growth factor (PlGF)	221	Secreted. Note=The three isoforms are secreted but PlGF-2 appears to remain cell attached unless released by heparin.	
P49765	Vascular endothelial growth factor B (VEGF-B) (VEGF-related factor) (VRF)	207	Secreted. Note=Secreted but remains associated to cells or to the extracellular matrix unless released by heparin.	
P49767	Vascular endothelial growth factor C (VEGF-C) (Flt4 ligand) (Flt4-L) (Vascular endothelial growth factor-related protein) (VRP)	419	Secreted.	
P49771	Fms-related tyrosine kinase 3 ligand (Flt3 ligand) (Flt3L) (SL cytokine)	235	[Isoform 1]: Cell membrane; Single-pass type I membrane protein.; [Isoform 2]: Secreted.	
P49862	Kallikrein-7 (hK7) (EC 3.4.21.117) (Serine protease 6) (Stratum corneum chymotryptic enzyme) (hSCCE)	253	"Secreted {ECO:0000269|PubMed:12738725}. Note=In ovarian carcinoma, secreted and also observed at the apical membrane and in cytoplasm at the invasive front."	
P49863	Granzyme K (EC 3.4.21.-) (Fragmentin-3) (Granzyme-3) (NK-tryptase-2) (NK-Tryp-2)	264	Secreted. Cytoplasmic granule.	
P49913	Cathelicidin antimicrobial peptide (18 kDa cationic antimicrobial protein) (CAP-18) (hCAP-18) [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	170	Secreted.	
P50591	Tumor necrosis factor ligand superfamily member 10 (Apo-2 ligand) (Apo-2L) (TNF-related apoptosis-inducing ligand) (Protein TRAIL) (CD antigen CD253)	281	Cell membrane {ECO:0000269|PubMed:14609566}; Single-pass type II membrane protein {ECO:0000305}. Secreted {ECO:0000269|PubMed:14609566}. Note=Exists both as membrane-bound and soluble form. {ECO:0000269|PubMed:14609566}.	
P50607	Tubby protein homolog	506	"Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Secreted {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=Binds phospholipid and is anchored to the plasma membrane through binding phosphatidylinositol 4,5-bisphosphate. Is released upon activation of phospholipase C. Translocates from the plasma membrane to the nucleus upon activation of guanine nucleotide-binding protein G(q) subunit alpha. Does not have a cleavable signal peptide and is secreted by a non-conventional pathway (By similarity). {ECO:0000250}."	
P51124	Granzyme M (EC 3.4.21.-) (Met-1 serine protease) (Hu-Met-1) (Met-ase) (Natural killer cell granular protease)	257	Secreted. Cytoplasmic granule. Note=Granules of large granular lymphocytes.	
P51460	Insulin-like 3 (Leydig insulin-like peptide) (Ley-I-L) (Relaxin-like factor) [Cleaved into: Insulin-like 3 B chain; Insulin-like 3 A chain]	131	Secreted.	
P51512	Matrix metalloproteinase-16 (MMP-16) (EC 3.4.24.-) (MMP-X2) (Membrane-type matrix metalloproteinase 3) (MT-MMP 3) (MTMMP3) (Membrane-type-3 matrix metalloproteinase) (MT3-MMP) (MT3MMP)	607	"[Isoform Long]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}; Extracellular side {ECO:0000305}. Note=Localized at the cell surface of melanoma cells.; [Isoform Short]: Secreted, extracellular space, extracellular matrix. Cell surface. Note=Localized at the cell surface of melanoma cells."	
P51671	Eotaxin (C-C motif chemokine 11) (Eosinophil chemotactic protein) (Small-inducible cytokine A11)	97	Secreted.	
P51858	Hepatoma-derived growth factor (HDGF) (High mobility group protein 1-like 2) (HMG-1L2)	240	"[Isoform 1]: Nucleus {ECO:0000269|PubMed:11751870, ECO:0000269|PubMed:26845719}. Cytoplasm {ECO:0000269|PubMed:11751870}. Secreted, extracellular exosome {ECO:0000269|PubMed:27926477}. Note=Secreted by exosomes and is located inside the exosome (PubMed:27926477). May also be secreted as free protein via an as yet unknown pathway (PubMed:27926477). {ECO:0000269|PubMed:27926477}.; [Isoform 2]: Nucleus {ECO:0000269|PubMed:26845719}. Cytoplasm {ECO:0000269|PubMed:26845719}. Secreted, extracellular exosome {ECO:0000269|PubMed:27926477}. Note=Secreted by exosomes and is located on the outer exosome surface. {ECO:0000269|PubMed:27926477}.; [Isoform 3]: Nucleus {ECO:0000269|PubMed:26845719}. Cytoplasm {ECO:0000269|PubMed:26845719}. Secreted, extracellular exosome {ECO:0000269|PubMed:27926477}. Note=Secreted by exosomes and is located on the outer exosome surface. {ECO:0000269|PubMed:27926477}."	
P51888	Prolargin (Proline-arginine-rich end leucine-rich repeat protein)	382	"Secreted, extracellular space, extracellular matrix."	
P51993	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT6 (EC 2.4.1.152) (Fucosyltransferase 6) (Fucosyltransferase VI) (Fuc-TVI) (FucT-VI) (Galactoside 3-L-fucosyltransferase)	359	"Golgi apparatus, Golgi stack membrane; Single-pass type II membrane protein. Golgi apparatus {ECO:0000269|PubMed:9451035}. Secreted {ECO:0000269|PubMed:9451035}. Note=Membrane-bound form in trans cisternae of Golgi."	
