Entry	Protein names	Length	Subcellular location [CC]	mark
Q8WXH6	Ras-related protein Rab-40A (SOCS box-containing protein RAR2A) (Protein Rar-2)	277	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
Q14088	Ras-related protein Rab-33A (Small GTP-binding protein S10)	237	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P61018	Ras-related protein Rab-4B (EC 3.6.5.2)	213	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
Q96S21	Ras-related protein Rab-40C (Rar-like protein) (Ras-like protein family member 8C) (SOCS box-containing protein RAR3)	281	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P16499	"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha (GMP-PDE alpha) (EC 3.1.4.35) (PDE V-B1)"	860	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
Q93100	Phosphorylase b kinase regulatory subunit beta (Phosphorylase kinase subunit beta)	1093	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P51160	"Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' (EC 3.1.4.35) (cGMP phosphodiesterase 6C)"	858	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
O95716	Ras-related protein Rab-3D	219	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P84095	Rho-related GTP-binding protein RhoG	191	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
A4D1S5	Ras-related protein Rab-19	217	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
O60262	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7	68	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P46019	"Phosphorylase b kinase regulatory subunit alpha, liver isoform (Phosphorylase kinase alpha L subunit)"	1235	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
Q9UK08	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-8 (Gamma-9)	70	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P46020	"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform (Phosphorylase kinase alpha M subunit)"	1223	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
O14610	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2 (G gamma-C) (G-gamma-8) (G-gamma-9) (Guanine nucleotide binding protein gamma transducing activity polypeptide 2)	69	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
Q9P2W3	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13	67	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P63215	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3	75	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P63211	Guanine nucleotide-binding protein G(T) subunit gamma-T1 (Transducin gamma chain)	74	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P50150	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4	75	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P59768	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 (G gamma-I)	71	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P63218	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	68	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P61952	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11	73	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
O95661	GTP-binding protein Di-Ras3 (Distinct subgroup of the Ras family member 3) (Rho-related GTP-binding protein RhoI)	229	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
Q96HU8	GTP-binding protein Di-Ras2 (Distinct subgroup of the Ras family member 2)	199	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
Q9UBI6	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	72	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P50151	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	68	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
O95057	GTP-binding protein Di-Ras1 (Distinct subgroup of the Ras family member 1) (Ras-related inhibitor of cell growth) (Rig) (Small GTP-binding tumor suppressor 1)	198	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P09769	Tyrosine-protein kinase Fgr (EC 2.7.10.2) (Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog) (Proto-oncogene c-Fgr) (p55-Fgr) (p58-Fgr) (p58c-Fgr)	529	"Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cell projection, ruffle membrane. Cytoplasm, cytosol. Cytoplasm, cytoskeleton. Mitochondrion inner membrane {ECO:0000250}. Mitochondrion intermembrane space {ECO:0000250}. Note=Detected in mitochondrial intermembrane space and at inner membranes (By similarity). Colocalizes with actin fibers at membrane ruffles. Detected at plasma membrane lipid rafts. {ECO:0000250}."	
P57735	Ras-related protein Rab-25 (CATX-8)	213	"Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cell projection, pseudopodium membrane {ECO:0000269|PubMed:17925226}. Cytoplasmic vesicle {ECO:0000269|PubMed:17925226}. Note=Colocalizes with integrin alpha-V/beta-1 in vesicles at the pseudopodial tips. {ECO:0000269|PubMed:17925226}."	
P08134	Rho-related GTP-binding protein RhoC (Rho cDNA clone 9) (h9)	193	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cleavage furrow {ECO:0000269|PubMed:16236794}. Note=Translocates to the equatorial region before furrow formation in a ECT2-dependent manner.	
O14966	Ras-related protein Rab-7L1 (Rab-7-like protein 1) (Ras-related protein Rab-29)	203	"Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:24788816, ECO:0000269|PubMed:29212815}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:24788816}. Golgi apparatus {ECO:0000269|PubMed:22042847}. Golgi apparatus, trans-Golgi network {ECO:0000269|PubMed:24788816, ECO:0000269|PubMed:29212815}. Vacuole {ECO:0000269|PubMed:22042847}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:22042847}. Note=Colocalizes with LRRK2 along tubular structures emerging from Golgi apparatus (PubMed:29212815). Colocalizes with GM130 at the Golgi apparatus (PubMed:22042847). Colocalizes with dynamic tubules emerging from and retracting to the Golgi apparatus (PubMed:22042847). Colocalizes with TGN46 at the trans-Golgi network (TGN) (PubMed:24788816). In Salmonella enterica serovar Typhi (S.Typhi) infected epithelial cells, is recruited and colocalized with both S.Typhi-containing vacuoles and dynamic tubules as well as those emerging from the vacuole toward the cell periphery (PubMed:22042847). {ECO:0000269|PubMed:22042847, ECO:0000269|PubMed:24788816, ECO:0000269|PubMed:29212815}."	
P51157	Ras-related protein Rab-28	221	"Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasm, cytoskeleton, cilium basal body. Note=Expressed in the basal body and ciliary rootlet of the photoreceptors. {ECO:0000250}."	
P60953	Cell division control protein 42 homolog (EC 3.6.5.2) (G25K GTP-binding protein)	191	"Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:15642749}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:15642749}. Midbody {ECO:0000269|PubMed:15642749}. Cell projection, dendrite {ECO:0000250|UniProtKB:P60766}. Note=Localizes to spindle during prometaphase cells. Moves to the central spindle as cells progressed through anaphase to telophase (PubMed:15642749). Localizes at the end of cytokinesis in the intercellular bridge formed between two daughter cells (PubMed:15642749). Its localization is regulated by the activities of guanine nucleotide exchange factor ECT2 and GTPase activating protein RACGAP1 (PubMed:15642749). Colocalizes with NEK6 in the centrosome (PubMed:20873783). In its active GTP-bound form localizes to the leading edge membrane of migrating dendritic cells (By similarity). {ECO:0000250|UniProtKB:P60766, ECO:0000269|PubMed:15642749, ECO:0000269|PubMed:20873783}."	
Q9HBH0	Rho-related GTP-binding protein RhoF (Rho family GTPase Rif) (Rho in filopodia)	211	"Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasm, cytoskeleton."	
Q8TB68	Proline-rich protein 7 (Synaptic proline-rich membrane protein)	274	"Cell membrane {ECO:0000269|PubMed:21460222}; Single-pass type III membrane protein {ECO:0000305}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:P0C6T3}; Single-pass type III membrane protein {ECO:0000305}. Cell junction, synapse, postsynaptic density membrane {ECO:0000250|UniProtKB:P0C6T3}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:21460222}. Cell junction, synapse {ECO:0000269|PubMed:27458189}. Cell projection, dendrite {ECO:0000269|PubMed:27458189}. Nucleus {ECO:0000269|PubMed:27458189}. Note=Enriched in postsynaptic plasma membrane and postsynaptic densities (PSD). Accumulates in spines along with synapse maturation and colocalizes with DLG4 in a punctate pattern. Translocates from synapses to nuclei following NMDA receptor activity (By similarity). {ECO:0000250|UniProtKB:P0C6T3}."	
Q96DA2	Ras-related protein Rab-39B	213	"Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:26399558}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Golgi apparatus {ECO:0000269|PubMed:20159109, ECO:0000269|PubMed:24349490}. Note=Partial colocalization with markers that cycle from the cell surface to the trans-Golgi network. {ECO:0000250|UniProtKB:Q8BHC1}."	
Q9NP90	Ras-related protein Rab-9B (Rab-9-like protein) (Rab-9L)	201	"Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasmic vesicle, phagosome {ECO:0000269|PubMed:21255211}. Cytoplasmic vesicle, phagosome membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=Recruited to phagosomes containing S.aureus or M.tuberculosis."	
Q92930	Ras-related protein Rab-8B	207	"Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasmic vesicle, phagosome {ECO:0000269|PubMed:21255211}. Cytoplasmic vesicle, phagosome membrane {ECO:0000269|PubMed:21255211}; Lipid-anchor {ECO:0000269|PubMed:21255211}; Cytoplasmic side {ECO:0000269|PubMed:21255211}. Note=Recruited to phagosomes containing S.aureus or M.tuberculosis."	
Q14964	Ras-related protein Rab-39A (Rab-39)	217	"Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasmic vesicle, phagosome {ECO:0000269|PubMed:21255211}. Cytoplasmic vesicle, phagosome membrane {ECO:0000269|PubMed:24349490}; Lipid-anchor {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Lysosome {ECO:0000269|PubMed:24349490}. Note=Recruited to phagosomes containing S.aureus or M.tuberculosis."	
O00212	Rho-related GTP-binding protein RhoD (Rho-related protein HP1) (RhoHP1)	210	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Early endosome {ECO:0000269|PubMed:24102721}. Note=Colocalizes with RAB5 to early endosomes (By similarity). {ECO:0000250|UniProtKB:P97348}.	
Q9Y6D0	Selenoprotein K (SelK)	94	"Endoplasmic reticulum membrane {ECO:0000269|PubMed:16962588, ECO:0000269|PubMed:21220695, ECO:0000269|PubMed:22016385, ECO:0000269|PubMed:25368151}; Single-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:12775843}; Single-pass membrane protein {ECO:0000255}. Note=Probably mainly localized in the ER. {ECO:0000269|PubMed:21220695}."	
Q9BRK3	Matrix remodeling-associated protein 8 (Limitrin)	442	"Cell membrane {ECO:0000269|PubMed:23386276}; Single-pass type I membrane protein {ECO:0000255}. Cell junction, tight junction {ECO:0000250|UniProtKB:Q9DBV4}. Cytoplasm {ECO:0000250|UniProtKB:Q9DBV4}. Cell projection, cilium membrane {ECO:0000250|UniProtKB:Q9DBV4}. Nucleus {ECO:0000269|PubMed:23386276}. Note=Primarily localizes to the cell membrane (PubMed:23386276). Detected in the cilium of primary chondrocytes (By similarity). Highly expressed at areas of cell-cell contact and may localize to tight junctions (By similarity). Also found in the nucleus where it is detected in the soluble (as opposed to chromatin-bound) fraction (PubMed:23386276). {ECO:0000250|UniProtKB:Q9DBV4, ECO:0000269|PubMed:23386276}."	
P20337	Ras-related protein Rab-3B	219	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Golgi apparatus {ECO:0000250|UniProtKB:Q9CZT8}. Note=Colocalizes with GAS8/DRC4 in the Golgi apparatus. {ECO:0000250|UniProtKB:Q9CZT8}.	
P57729	Ras-related protein Rab-38 (Melanoma antigen NY-MEL-1)	211	"Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Melanosome {ECO:0000269|PubMed:12643545}. Cytoplasmic vesicle, phagosome {ECO:0000269|PubMed:21255211}. Cytoplasmic vesicle, phagosome membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Melanosome membrane {ECO:0000269|PubMed:23084991}. Note=Recruited to phagosomes containing S.aureus or M.tuberculosis (PubMed:21255211). The BLOC-3 complex, a heterodimer of HPS1 and HPS4 promotes its membrane localization (PubMed:23084991). {ECO:0000269|PubMed:21255211, ECO:0000269|PubMed:23084991}."	
O00571	"ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (CAP-Rf) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (DBX) (Helicase-like protein 2) (HLP2)"	662	"Cell membrane {ECO:0000269|PubMed:23413191, ECO:0000269|PubMed:29899501}. Nucleus {ECO:0000269|PubMed:10329544, ECO:0000269|PubMed:15507209, ECO:0000269|PubMed:16818630, ECO:0000269|PubMed:18596238, ECO:0000269|PubMed:18636090, ECO:0000269|PubMed:22034099, ECO:0000269|PubMed:29899501, ECO:0000269|PubMed:30131165, ECO:0000269|PubMed:31575075}. Cytoplasm {ECO:0000269|PubMed:10329544, ECO:0000269|PubMed:15507209, ECO:0000269|PubMed:16818630, ECO:0000269|PubMed:18596238, ECO:0000269|PubMed:18636090, ECO:0000269|PubMed:20127681, ECO:0000269|PubMed:21170385, ECO:0000269|PubMed:21730191, ECO:0000269|PubMed:21883093, ECO:0000269|PubMed:22034099, ECO:0000269|PubMed:23413191, ECO:0000269|PubMed:27105836, ECO:0000269|PubMed:27736973, ECO:0000269|PubMed:28733330, ECO:0000269|PubMed:29062139, ECO:0000269|PubMed:29222110, ECO:0000269|PubMed:30131165, ECO:0000269|PubMed:30341167, ECO:0000269|PubMed:31575075}. Cytoplasm, Stress granule {ECO:0000269|PubMed:18596238, ECO:0000269|PubMed:18632687, ECO:0000269|PubMed:22872150, ECO:0000269|PubMed:29062139}. Inflammasome {ECO:0000250|UniProtKB:Q62167}. Cell projection, lamellipodium {ECO:0000269|PubMed:28733330}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:28842590}. Note=Shuttles between the nucleus and the cytosol (PubMed:15507209, PubMed:18636090, PubMed:29899501, PubMed:31575075, PubMed:30131165). Exported from the nucleus partly through the XPO1/CRM1 system and partly through NXF1/TAP (PubMed:15507209, PubMed:18636090, PubMed:18596238, PubMed:31575075, PubMed:30131165). Localizes to nuclear pores on the outer side of the nuclear membrane (PubMed:15507209). In the cytosol, partly colocalizes with mitochondria (PubMed:20127681). At G0, predominantly located in nucleus. In G1/S phase, predominantly cytoplasmic (PubMed:22034099). During prophase/prometaphase, localizes in close proximity to the condensing chromosomes (PubMed:30131165, PubMed:21730191). During telophase, localizes around the newly synthesized nuclear membrane and in the cytoplasm (PubMed:22034099). Colocalizes with TRPV4 at the plasma membrane. When TRPV4 channel is activated, intracellular Ca(2+) levels increase and the calmodulin/CAMKII pathway is activated, relocalizes to the nucleus (PubMed:29899501). WNT3A stimulation promotes DDX3 recruitment to the plasma membrane (PubMed:23413191). At the leading edge of migrating fibroblasts, colocalizes with CAPRIN1 and PABPC1 (PubMed:28733330). Localizes to centrosome throughout the cell cycle and associates with TP53 at centrosome during mitosis (PubMed:28842590). Translocates to the nucleus in response to HPIV-3 virus-mediated infection (PubMed:31575075). {ECO:0000269|PubMed:15507209, ECO:0000269|PubMed:18596238, ECO:0000269|PubMed:18636090, ECO:0000269|PubMed:20127681, ECO:0000269|PubMed:21730191, ECO:0000269|PubMed:22034099, ECO:0000269|PubMed:23413191, ECO:0000269|PubMed:28733330, ECO:0000269|PubMed:28842590, ECO:0000269|PubMed:29899501, ECO:0000269|PubMed:30131165, ECO:0000269|PubMed:31575075}."	
Q8IWU4	Zinc transporter 8 (ZnT-8) (Solute carrier family 30 member 8)	369	"Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Note=Associated with insulin and glucagon secretory granules. {ECO:0000250}."	
Q6UWF3	"SLP adapter and CSK-interacting membrane protein (SLP65/SLP76, Csk-interacting membrane protein)"	145	"Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:21930792}; Lipid-anchor {ECO:0000269|PubMed:21930792}. Cytoplasmic vesicle, phagosome {ECO:0000250|UniProtKB:Q3UU41}. Cell projection, ruffle {ECO:0000250|UniProtKB:Q3UU41}. Cell projection, filopodium {ECO:0000250|UniProtKB:Q3UU41}. Note=Together with MHC-II, associates with lipid-enriched microdomains called tetraspanin-enriched microdomains (TEMs) (PubMed:21930792). Rapidly translocates into immunological synapse (IS) at cell-cell contacts between antigen-presenting cells (APCs) and T-cells (PubMed:21930792). Colocalized with tetraspanins CD37, CD53, and CD81 at the uropod (PubMed:21930792). Present at regions of cell-cell contacts but also at the leading edge of migrating cells (PubMed:21930792). Localizes to phagosomes in dendritic cells after exposure to particulate beta-glucan (By similarity). {ECO:0000250|UniProtKB:Q3UU41, ECO:0000269|PubMed:21930792}."	
